	University	Pedestrian	Neighbourhood	City	County	State	Country	Country_code	Road	Postcode	Footway	Suburb	Address29	Cycleway	Clothes	House_number	Hamlet	School	Town	Locality	Parking	Hospital	Village	Museum	College	Park	Convenience	Library	Attraction	Residential	Bicycle_parking	Building	City_district	Industrial	Commercial	Station	University	Subject	Stipend	LW Ratio	Academic Year	Program Year
161				Tampa	Hillsborough County	Florida	USA	us	USF Beard Drive	33620		Sulphur Springs															P.O.D. Market - Juniper										University of South Florida 	Cancer Biology	24128	1.1	2019-2020	1st
162	Cornell University				Ithaca Town	New York	USA	us	Forest Home Drive	14853										Forest Home																	Cornell University 	Political Sciencd	31000	1.28	2018-2019	1st
163			The Hill	Boulder	Boulder County	Colorado	USA	us	Broadway	80802						1030								HEND													University of Colorado - Boulder 	Sociology 	22000	0.86	2018-2019	1st
164	NYU		Washington Square Village	NYC	New York County	New York	United States of America	us		10012	Laguardia Place	Manhattan																									New York University 	Social Work	30000	1.01	2018-2019	4th
165	University of Maryland, College Park				Prince George's County	Maryland	USA	us	Metzerott Road	20740		Berwyn											College Park														University of Maryland - College Park 	Biochemistry	27200	0.9	2018-2019	1st
166				Naples	Collier County	Florida	USA	us	Bahia Point	34103								Walden University																			Walden University	Business	12000	0.52	2018-2019	3rd
167	University of Michigan			Ann Arbor	Washtenaw County	Michigan	USA	us	South State Street	48109						500																					University of Michigan - Ann Arbor 	Ross School of Business	31626	1.37	2019-2020	1st
168	Institute for Astronomy		Lower Mānoa	Honolulu	Honolulu County	Hawaii	United States of America (Middle Hawai'ian Islands territorial waters)	us	Woodlawn Drive	96813		Manoa				2680																					University of Hawaii - Manoa 	DRB	20550	0.67	2019-2020	1st
169	Western Michigan University			Kalamazoo	Kalamazoo County	Michigan	USA	us	West Michigan Avenue	49008						1903																					Western Michigan University 	Chemistry	14750	0.73	2018-2019	3rd
170	University of Southern California	Watt Way	Adams Normandie Historic District	LA	Los Angeles County	California	USA	us		90089		Saint James Park																									University of Southern California 	Epidemiology	32000	1.24	2018-2019	2nd
171	University of Notre Dame du Lac				Saint Joseph County	Indiana	USA	us	Holy Cross Drive	46556		Notre Dame					Maple Lane																				University of Notre Dame 	Biophysics	30200	1.48	2018-2019	1st
172	UNC-Chapel Hill				Orange County	North Carolina	USA	us	Ehringhaus Drive	275199									Chapel Hill																		University of North Carolina - Chapel Hill 	Public Policy	34000	1.53	2018-2019	2nd
173			La Jolla Farms	San Diego	San Diego County	California	USA	us	North Torrey Pines Road	92093-0068		Torrey Pines	Scripps Research Institute			10666																					Scripps Research Institute 	Immunology	33000	1.25	2018-2019	2nd
174	Brandeis University		The Island		Middlesex County	Massachusetts	USA	us	Loop Road	02453-2728									Waltham																		Brandeis University	Physics	30000	1.07	2019-2020	1st
175	University of Wisconsin-Madison		Oakland Heights	Madison	Dane County	Wisconsin	USA	us		53726				Howard Temin Lakeshore Path																							University of Wisconsin - Madison 	Mechanical Engineering	25400	1.11	2019-2020	1st
176	Oklahoma State University			Stillwater	Payne County	Oklahoma	USA	us	West McElroy Road	74075																											Oklahoma State University 	Statistics 	20560	1.06	2019-2020	1st
177	The Ohio State University		Riverview	Columbus	Franklin County	Ohio	USA	us	W Lane Ave	43221																											Ohio State University 	College of Veterinary Medicine	16300	0.81	2019-2020	1st
178	MIT		Central Square		Middlesex County	Massachusetts	USA	us	Massachusetts Avenue	02238									Cambridge																		Massachusetts Institute of Technology 	EECS	41000	1.47	2019-2020	1st
179	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	Biomedical Engineering 	41000	1.76	2018-2019	1st
180	University of Maryland, College Park				Prince George's County	Maryland	USA	us	Metzerott Road	20740		Berwyn											College Park														University of Maryland - College Park 	Government and Politics	17126	0.57	2018-2019	2nd
181	Michigan State University			East Lansing	Ingham County	Michigan	USA	us	Farm Lane	48824																											Michigan State University 	Department of Kinesiology	24000	1.17	2019-2020	1st
182	University of Maryland, College Park				Prince George's County	Maryland	USA	us	Metzerott Road	20740		Berwyn											College Park														University of Maryland - College Park 	Biology - NACS	28000	0.93	2018-2019	1st
183	Brown University		Fox Point	Providence	Bristol	Rhode Island	USA	us	Thayer Street	02912																											Brown University	Neuroscience	35035	1.54	2019-2020	1st
184	The Ohio State University		Riverview	Columbus	Franklin County	Ohio	USA	us	W Lane Ave	43221																											Ohio State University 	Decision Psychology	23300	1.16	2018-2019	1st
185	The Ohio State University		Riverview	Columbus	Franklin County	Ohio	USA	us	W Lane Ave	43221																											Ohio State University 	Decision Psychology	1950	0.1	2018-2019	1st
186	University of Pittsburgh			PGH	Allegheny County	Pennsylvania	USA	us	Sutherland Drive	15240		West Oakland																									University of Pittsburgh	Mechanical Engineering	23600	1.14	2017-2018	1st
187	University of South Carolina			Columbia	Richland County	South Carolina	USA	us	Blossom Street	29202																											University of South Carolina 	Chemistry	2000	0.09	2018-2019	1st
188	University of Arizona			Phoenix	Maricopa County	Arizona	USA	us	East Polk Street	85004		Central City																									University of Arizona 	Anthropology	18100	0.87	2018-2019	1st
189	Yale University			West Haven	New Haven County	Connecticut	USA	us	West Campus Drive	06516																											Yale University 	sociology	32000	1.29	2018-2019	3rd
190	University of Southern California	Watt Way	Adams Normandie Historic District	LA	Los Angeles County	California	USA	us		90089		Saint James Park																									University of Southern California 	Urban Education Policy	32000	1.24	2018-2019	1st
191	University of Notre Dame du Lac				Saint Joseph County	Indiana	USA	us	Holy Cross Drive	46556		Notre Dame					Maple Lane																				University of Notre Dame 	Computer Science and Engineering	31128	1.52	2018-2019	1st
192	University of Wisconsin-Madison		Oakland Heights	Madison	Dane County	Wisconsin	USA	us		53726				Howard Temin Lakeshore Path																							University of Wisconsin - Madison 	Economics	21500	0.94	2019-2020	1st
193	UC Berkeley			Oakland	Alameda County	California	USA	us	Centennial Drive	94720-1076																											University of California - Berkeley	Sociology	35500	1.28	2018-2019	1st
194	UMass Amherst				Hampshire	Massachusetts	USA	us	Hicks Way	01003									Amherst																		University of Massachusetts - Amherst 	Management	23806	1.04	2019-2020	1st
195	University of Pittsburgh			PGH	Allegheny County	Pennsylvania	USA	us	Sutherland Drive	15240		West Oakland																									University of Pittsburgh	Bioengineering	30000	1.45	2018-2019	1st
196				Santa Cruz	Santa Cruz County	California	USA	us		95064		University of California Santa Cruz																									University of California - Santa Cruz	Psychology	19711	0.73	2018-2019	2nd
197	UNC-Chapel Hill				Orange County	North Carolina	USA	us	Ehringhaus Drive	275199									Chapel Hill																		University of North Carolina - Chapel Hill 	strategy	28000	1.26	2018-2019	3rd
198	Virginia Polytechnic Institute and State University		Longview Estates		Montgomery County	Virginia	USA	us	Life Science Circle	24061									Blacksburg																		Virginia Tech	Fish and Wildlife	18500	0.88	2018-2019	2nd
199				Columbia	Boone County	Missouri	USA	us		65211-7010	Lowry Mall																	Ellis Library									University of Missouri 	Plant Sciences	24500	1.19	2019-2020	1st
200					Galveston County	Texas	USA	us	The Strand	77550						712			Galveston			Jennie Sealy Hospital															University of Texas Medical Branch - Galveston	Pharmacology & Toxicology	31000	1.42	2019-2020	1st
201	University of California, Davis				Yolo County	California	USA	us	Apiary Drive	95616-5270																											University of California - Davis 	Biomedical Engineering	27000	1.13	2016-2017	1st
202			University City	Philadelphia	Philadelphia County	Pennsylvania	USA	us	South Street	19104						3260								Penn Museum													University of Pennsylvania	Chemistry	30000	1.24	2018-2019	1st
203	University of Delaware			Newark	New Castle County	Delaware	USA	us	South College Avenue	19713																											University of Delaware 	Psychology	19300	0.76	2018-2019	1st
204	The Ohio State University		Riverview	Columbus	Franklin County	Ohio	USA	us	W Lane Ave	43221																											Ohio State University 	Biomedical Sciences Graduate Program	29300	1.46	2019-2020	1st
205	UNC-Chapel Hill				Orange County	North Carolina	USA	us	Ehringhaus Drive	275199									Chapel Hill																		University of North Carolina - Chapel Hill 	Chemistry	26037	1.17	2019-2020	1st
206					Wayne County	Indiana	USA	us	West Cart Road	47374									Richmond						Indiana University East												Indiana University	Music/Ph.D Music Theory	18000	0.83	2018-2019	1st
207	University of North Texas			Denton	Denton County	Texas	USA	us	Union Circle	76203						1155																					University of North Texas 	Marketing	17000	0.79	2018-2019	2nd
208	MIT		Central Square		Middlesex County	Massachusetts	USA	us	Massachusetts Avenue	02238									Cambridge																		Massachusetts Institute of Technology 	Brain and Cognitive Science	38242	1.37	2018-2019	1st
209				College Township	Centre County	Pennsylvania	USA	us	Air Quality Lane	16803		University Park																	Air Quality Learning and Demonstration Center								Pennsylvania State University 	Political Science	29400	1.31	2018-2019	1st
210	MIT		Central Square		Middlesex County	Massachusetts	USA	us	Massachusetts Avenue	02238									Cambridge																		Massachusetts Institute of Technology 	political science 	35000	1.25	2019-2020	1st
211	UNC-Chapel Hill				Orange County	North Carolina	USA	us	Ehringhaus Drive	275199									Chapel Hill																		University of North Carolina - Chapel Hill 	Physics	34000	1.53	2018-2019	1st
212	Vanderbilt University			Nashville-Davidson	Davidson County	Tennessee	USA	us	Garland Avenue	37212																											Vanderbilt University	Philosophy 	29500	1.28	2019-2020	1st
213	University of California - Los Angeles (Westwood)	Bruin Walk	Westwood Village	LA	Los Angeles County	California	USA	us		90095		Westwood																									University of California - Los Angeles 	Human Genetics	33000	1.28	2018-2019	4th
214	University of Miami				Miami-Dade County	Florida	USA	us	Theo Dickenson Drive	33124		Coral Gables																		Student Housing Village							University of Miami 	Program in the Biomedical Sciences	30000	1.26	2019-2020	1st
215	Drexel University		Powelton Village	Philadelphia	Philadelphia County	Pennsylvania	USA	us	Arch Street	19104																											Drexel University 	Physics	23500	0.97	2018-2019	3rd
216			Washington Hill	Baltimore		Maryland	USA	us	Orleans Street	21287						1800						Johns Hopkins Hospital															Johns Hopkins University 	Materials Science & Engineering	31500	1.22	2019-2020	1st
217	The Ohio State University		Riverview	Columbus	Franklin County	Ohio	USA	us	W Lane Ave	43221																											Ohio State University 	Biomedical Sciences Graduate Program	28500	1.42	2018-2019	3rd
218	University of Pittsburgh			PGH	Allegheny County	Pennsylvania	USA	us	Sutherland Drive	15240		West Oakland																									University of Pittsburgh	History	18500	0.89	2017-2018	6th and up
